CustomerID,Age,Gender,Country,AcquisitionChannel,SignupDate
C00136,39.0,Prefer not to say,ES,Paid Search,2023-12-09 00:00:00
C00137,39.0,Female,FR,Paid Social,2024-11-10
C00138,24.0,Female,IT,Referral,2023-02-04 00:00:00
C00139,40.0,Prefer not to say,US,Paid Social,2024-01-27 00:00:00
C00140,22.0,Female,US,Paid Search,2024-05-07 00:00:00
C00141,27.0,Male,US,Organic,2026-01-12 00:00:00
C00142,46.0,Female,US,Organic,2023-08-30 00:00:00
C00143,42.0,Male,US,Email,2023-11-08 00:00:00
C00144,47.0,Male,DE,Email,2024-04-05 00:00:00
C00145,32.0,Female,DE,Paid Search,01/23/2026
C00146,24.0,Non-binary,FR,Organic,2025-08-19 00:00:00
C00147,32.0,Male,USA,Paid Search,2023-02-09 00:00:00
C00148,35.0,Female,US,Paid Social,2023-09-21 00:00:00
C00149,35.0,Male,FR,Paid Search,2025-07-15 00:00:00
C00150,44.0,Male,US,Organic,2023-03-07 00:00:00
C00151,31.0,Male,NL,Paid Search,2025-08-22 00:00:00
C00152,37.0,Female,US,Organic,2023-11-14 00:00:00
C00153,25.0,Female,DE,Paid Search,2025-10-31 00:00:00
C00154,38.0,Male,SE,Organic,2023-11-27 00:00:00
C00155,34.0,Male,DE,Paid Social,2024-05-04 00:00:00
C00156,27.0,Female ,FR,Paid Social,2025-01-15 00:00:00
C00157,32.0,Male,USA,Organic,2023-05-23 00:00:00
C00158,32.0,F,US,Paid Social,2024-09-19 00:00:00
C00159,32.0,Female,FR,Paid Search,2024-07-23 00:00:00
C00160,50.0,Female,NL,Referral,2025-06-02 00:00:00
C00161,,Male,IE,Email,2026-01-27 00:00:00
C00162,32.0,,GB,Organic,18.01.2025
C00163,18.0,Male,CA,Partner,2024-04-06 00:00:00
C00164,26.0,Male,ES,Referral,2024-04-02 00:00:00
C00165,,Non-binary,DE,Paid Social,2024-04-16 00:00:00
C00166,28.0,Female, ES,Paid Search,2025-07-06 00:00:00
C00167,46.0,Non-binary,US,Paid Search,2023-12-29 00:00:00
C00168,33.0,Female,US,Organic,2023-07-08 00:00:00
C00169,46.0,Female,FR ,Email,2024-01-12 00:00:00
C00170,35.0,Non-binary,US,Paid Social,2023-01-26 00:00:00
C00171,34.0,Male,US,Paid Search,30.04.2023
C00172,33.0,Male,US,Partner ,2023-04-12 00:00:00
C00173,34.0,male ,PL,Organic,2025-05-19 00:00:00
C00174,49.0,Male,US,Referrral,25.03.2025
C00175,18.0,Male,US,Paid Social,2025-02-24 00:00:00
C00176,18.0,Male,GB,Paid Search,2024-06-04 00:00:00
C00177,29.0,Female,US,Partner ,2025-03-19 00:00:00
C00178,34.0,Female,IE,E-mail,2023-07-01 00:00:00
C00179,40.0,Female,SE,Paid Social,2025-10-12
C00180,38.0,Male,GB,E-mail,2024-07-18 00:00:00
C00181,31.0,Female,GB,Organic,2025-11-23 00:00:00
C00182,43.0,Male, ES,Paid Social,21.06.2023
C00183,43.0,Male,US,,2024-07-14 00:00:00
C00184,36.0,NB,CA,E-mail,2025-02-23 00:00:00
C00185,43.0,Male,US,Organic,2024-07-12 00:00:00
C00186,36.0,Male,US,Organic,2024-05-17 00:00:00
C00187,29.0,Female,DE,organic,2023-07-07 00:00:00
C00188,40.0,Female,US,Paid Social,2024-03-05 00:00:00
C00189,35.0,Female,US,Organic,2023-09-27 00:00:00
C00190,34.0,Male,DE,Paid Social,12/06/2023
C00191,47.0,Female,GB,Organic,2025-02-09 00:00:00
C00192,18.0,Female,US,Organic,2024-12-11 00:00:00
C00193,21.0,Male,US,Paid Search,2024-11-15 00:00:00
C00194,23.0,Female,US,Organic,12.02.2024
C00195,31.0,Female,US,Email,2025-12-17 00:00:00
C00196,32.0,Male,IT,Paid Search,2023-04-09 00:00:00
C00197,20.0,Male,SE,Organic,2024-01-22 00:00:00
C00198,25.0,Female,GB,Organic,2023-05-13 00:00:00
C00199,26.0,Male,GB,Paid Search,2024-01-17 00:00:00
C00200,56.0,Male,UK,Paid Social,2025-12-20 00:00:00
C00201,50.0,Male,FR,paid-social,2024-02-17 00:00:00
C00202,30.0,Non-binary,US,Paid Search,2025-10-20 00:00:00
C00203,0.0,Male,US,Paid Social,2024-07-11 00:00:00
C00204,24.0,Male,GB,Paid Search,2025-02-27 00:00:00
C00205,18.0,Male,DE,Partner,2024-05-30 00:00:00
C00206,33.0,Female,US,Paid Social,2023-10-27 00:00:00
C00207,25.0,Female,CA,Organic,2025-05-11 00:00:00
C00208,33.0,Female ,CA,Referral,2025-12-28 00:00:00
C00209,20.0,Male,NLD,Partner,2023-10-24 00:00:00
C00210,27.0,Male,GB,Paid Search,2025-05-27 00:00:00
C00211,35.0,Female,FR,,2023-10-22 00:00:00
C00212,37.0,Male,DE,Partner,2025-03-18 00:00:00
C00213,38.0,Female,US,Organic,2025-06-08 00:00:00
C00214,22.0,Female,US,Referral,2024-05-21 00:00:00
C00215,42.0,Female,IT,Paid Social,2025-04-10 00:00:00
C00216,27.0,Prefer not to say,GB,Paid Social,2023-11-03 00:00:00
C00217,40.0,Female,US,Paid Search,2023-03-31 00:00:00
C00218,34.0,Male,US,Partner,2023-04-19 00:00:00
C00219,22.0,Female,IT,Paid Social,2024-05-18 00:00:00
C00220,31.0,Male,ES,Paid Social,2025-10-14 00:00:00
C00221,37.0,Female,NL,Organic,2023-05-24 00:00:00
C00222,40.0,Male,FR,paid-social,2024-05-28 00:00:00
C00223,33.0,Male,GB,Partner,2025-03-04 00:00:00
C00224,48.0,Female,GB,Referral,2023-08-17 00:00:00
C00225,43.0,Male,US,Organic,2025-03-24 00:00:00
C00226,32.0,NB,FR,Partner,2023-12-11 00:00:00
C00227,41.0,Female,DE,Partner,2025-06-30 00:00:00
C00228,51.0,Male,US,Paid Social,2024-10-14 00:00:00
C00229,52.0,Female,NL,Organic,2024-09-08 00:00:00
C00230,23.0,Male,GB,Paid Social,2023-07-19 00:00:00
C00231,26.0,Male,US,Organic,2024-06-06 00:00:00
C00232,47.0,Male,CA,Paid Search,2025-08-23 00:00:00
C00233,24.0,NB,NL,Paid Social,2023-01-23 00:00:00
C00234,22.0,Non-binary,SE,Partner,2025-05-04 00:00:00
C00235,30.0,Male,DE,Paid Search,2024-07-09 00:00:00
C00236,38.0,Non-binary,PL,E-mail,03/21/2025
C00237,33.0,Female,NL,Partner,2025-01-17 00:00:00
C00238,28.0,Female,IT,Organic,2024-05-01 00:00:00
C00239,28.0,Female,NL,Organic,2023-12-14 00:00:00
C00240,28.0,Female,DEU,Referral,2024-12-07 00:00:00
C00241,26.0,Female,ES,Referral,08.06.2023
C00242,55.0,Female,DE,Paid Search,2024-10-20 00:00:00
C00243,37.0,Female,ES,Paid Social,2023-04-17 00:00:00
C00244,42.0,Male,US,Paid Social,2025-01-02 00:00:00
C00245,30.0,Male,ES,Referral,2024-12-09 00:00:00
C00246,32.0,Female,PL,Referral,2023-04-06 00:00:00
C00247,28.0,Male,CA,Organic,2025-05-03 00:00:00
C00248,18.0,Male,PT,Organic,2024-04-13 00:00:00
C00249,22.0,Male,GB,Organic,2025-06-05 00:00:00
C00250,18.0,Male,US,Email,2023-02-16 00:00:00
C00251,18.0,Female,US,Partner,22.07.2023
C00252,23.0,Female,IT,Referral,2024-07-10 00:00:00
C00253,46.0,NB,DE,Organic,2023-08-01 00:00:00
C00254,34.0,male ,CA,Paid Social,2024-01-07 00:00:00
C00255,46.0,Male,FR,Organic,2025-01-14 00:00:00
C00256,38.0,Male,CA,Paid Search,2023-06-12 00:00:00
C00257,41.0,Female,GB,Organic,2025-02-02 00:00:00
C00258,26.0,Female,NL,Partner,2023-04-27 00:00:00
C00259,39.0,Female,FR,Organic,07/17/2023
C00260,,Female,ES,Paid Social,2024-10-24 00:00:00
C00261,29.0,Non-binary,DE,Email,2025-06-13 00:00:00
C00262,39.0,Female,PT,Paid Social,2023-07-12 00:00:00
C00263,39.0,Female,US,Organic,2023-12-05 00:00:00
C00264,29.0,Female,US,Partner,2025-11-08 00:00:00
C00265,24.0,Male,US,Paid Social,2026-01-20 00:00:00
C00266,23.0,Non-binary,DE,Paid Search,2024-10-16 00:00:00
C00267,35.0,Male,FR,Paid Social,2024-05-18 00:00:00
C00268,37.0,Male,ES,Partner,2024-01-26 00:00:00
C00269,27.0,Prefer not to say,CA,Paid Search,2024-11-21 00:00:00
C00270,34.0,Female,US,Paid Social,2024-10-27 00:00:00
C00271,39.0,Male,UK,Paid Search,11/29/2023
C00272,40.0,Male,PT,Organic,2023-01-26 00:00:00
C00273,48.0,Male,CA,Referral,2023-06-20 00:00:00
C00274,45.0,Female,US,Organic,2025-12-16 00:00:00
C00275,25.0,Male,CA,Paid Search,2024-04-16 00:00:00
C00276,49.0,Non-binary,GB,Paid Search,2024-06-27 00:00:00
C00277,29.0,Non-binary,US,Organic,2024-06-10 00:00:00
C00278,43.0,Female,CA,Paid Search,06/01/2025
C00279,35.0,Female,FR,Paid Social,2023-03-15 00:00:00
C00280,30.0,Male,CA,Paid Search,2023-04-04 00:00:00
C00281,18.0,Male,GB,Organic,2023-11-07 00:00:00
C00282,32.0,Female,US,Partner,2024-07-02 00:00:00
C00283,20.0,Male,SE,Email,2025-01-26 00:00:00
C00284,43.0,Male,GB,Paid Search,2024-07-07 00:00:00
C00285,48.0,,CA,Paid Search,2024-05-12 00:00:00
C00286,27.0,Male,US,Organic,2025-11-22 00:00:00
C00287,37.0,Male,FR,Organic,2023-07-01 00:00:00
C00288,27.0,Female,NL,Paid Search,2024-10-06 00:00:00
C00289,28.0,Female,US,Email,2024-09-03 00:00:00
C00290,41.0,Female,US,Referral,06/17/2024
C00291,34.0,Female,US,Paid Search,2025-06-29 00:00:00
C00292,50.0,Male,FR,Email,10/28/2023
C00293,30.0,Female,PL,Paid Search,2025-12-10 00:00:00
C00294,,Female,GB,Organic,2024-01-09 00:00:00
C00295,35.0,Male,CA,Paid Search,2024-09-06 00:00:00
C00296,41.0,Non-binary,ES,Organic,2024-08-09 00:00:00
C00297,30.0,Male,ES,Partner,15.08.2025
C00298,34.0,F,US,Paid Search,2024-05-09 00:00:00
C00299,33.0,Male,US,Paid Social,2023-11-17 00:00:00
C00300,26.0,Male,CA,Paid Search,2023-01-25 00:00:00
C00301,40.0,Male,ES,Partner,2024-02-14 00:00:00
C00302,40.0,Female,FR,Paid Social,2025-07-20 00:00:00
C00303,39.0,Female,FR,Paid Search,2023-01-12 00:00:00
C00304,48.0,Male,IT,Organic,2025-10-06 00:00:00
C00305,47.0,Female,US,Partner,2024-09-03 00:00:00
C00306,31.0,Male,CA,Paid Social,2023-06-08 00:00:00
C00307,37.0,Female,US,Organic,2023-12-07 00:00:00
C00308,28.0,Male,NL,Partner,2024-09-16 00:00:00
C00309,34.0,Male,DE,Organic,2023-12-22 00:00:00
C00310,29.0,Female,CA,Paid Search,2023-05-03 00:00:00
C00311,49.0,Female,US,Paid Social,2025-01-20 00:00:00
C00312,37.0,Female,ES,Paid Search,2025-01-27 00:00:00
C00313,,Female,ES,Paid Search,2023-05-14 00:00:00
C00314,45.0,Female,FR,Organic,2023-11-13 00:00:00
C00315,18.0,Male,US,Organic,2023-10-02 00:00:00
C00316,18.0,Male,SE,Organic,01/13/2025
C00317,41.0,Male,ES,Organic,2025-04-03 00:00:00
C00318,35.0,Male,FR,Paid  Search,2025-03-30 00:00:00
C00319,36.0,Male,FR,Paid Social,23.11.2025
C00320,22.0,Female,SE,Paid Search,2025-05-16 00:00:00
C00321,34.0,Male,PL,Paid Search,2023-12-28 00:00:00
C00322,52.0,Female,DE,paid-social,2023-05-02 00:00:00
C00323,41.0,Female,GB,organic,2024-11-23 00:00:00
C00324,36.0,Female,GB,Organic,2025-10-29 00:00:00
C00325,30.0,Female,IT,Paid Social,2026-01-04 00:00:00
C00326,30.0,Male,FR,Paid Search,2023-09-17 00:00:00
C00327,18.0,Male,US,Referral,2023-09-24 00:00:00
C00328,36.0,Female,US,Partner,2023-02-12 00:00:00
C00329,42.0,Female,SE,Partner,2023-06-09 00:00:00
C00330,20.0,Male,NL,Organic,2024-09-17 00:00:00
C00331,28.0,Male,PL,Organic,09/08/2024
C00332,24.0,Female,GB,Organic,2024-02-23 00:00:00
C00333,25.0,Female,IT,Referral,2023-12-16 00:00:00
C00334,34.0,Male,IT,Partner,2025-07-24 00:00:00
C00335,18.0,Male,CA,Email,2024-06-02 00:00:00
C00336,40.0,Female,US,Organic,2025-06-29 00:00:00
C00337,41.0,Male,USA,Partner,12/21/2025
C00338,32.0,Female,US,Paid Social,2023-12-24 00:00:00
C00339,18.0,Male,DE,Partner,2023-08-17 00:00:00
C00340,25.0,M,FR,Paid Social,2025-12-09 00:00:00
C00341,45.0,Male,FR,Organic,2024-12-16 00:00:00
C00342,18.0,Male,US,Organic,11/24/2023
C00343,31.0,Female,NLD,Email,2024-12-01 00:00:00
C00344,23.0,Male,US,Paid Search,2024-08-03 00:00:00
C00345,41.0,Non-binary,IT,Paid Search,17.10.2025
C00346,28.0,Male,US,Paid Search,2023-10-16 00:00:00
C00347,38.0,Female,FR,Paid Search,2026-01-22 00:00:00
C00348,39.0,Non-binary,IT,Email,2025-11-20 00:00:00
C00349,51.0,male ,US,Organic,2023-07-23 00:00:00
C00350,32.0,Male,U.S.,Organic,2023-07-05 00:00:00
C00351,37.0,Female,ES,Referral,08/23/2024
C00352,21.0,Female,US,Paid Social,2023-02-20 00:00:00
C00353,45.0,Non-binary,US,Organic,2023-12-03 00:00:00
C00354,27.0,Male,GB,Organic,2024-05-05 00:00:00
C00355,,Male,PL,Organic,2025-12-28 00:00:00
C00356,34.0,Male,DE,Organic,2026-01-23 00:00:00
C00357,20.0,Female,GB,Organic,2023-06-20 00:00:00
C00358,36.0,Prefer not to say,NLD,Organic,10/01/2025
C00359,43.0,Male,GB,Referral,04/13/2023
C00360,37.0,Female,GB,Partner,2025-04-23 00:00:00
C00361,20.0,Non-binary,GB,Partner,2025-08-11 00:00:00
C00362,33.0,Male,CA,Paid Search,30.09.2025
C00363,41.0,Male,CA,Paid Search,09/09/2023
C00364,18.0,Female,UK,Email,2025-10-03 00:00:00
C00365,24.0,Female,US,Referral,2023-05-11 00:00:00
C00366,42.0,Male,FR,Paid Social,2024-08-07 00:00:00
C00367,36.0,Female,US,Organic,2024-06-13 00:00:00
C00368,38.0,Female,GB,Paid Search,2023-12-23 00:00:00
C00369,51.0,Female,US,Paid Search,01/25/2023
C00370,38.0,Female,DE,Paid Social,2025-05-20 00:00:00
C00371,40.0,Female,ES,Organic,2024-01-14 00:00:00
C00372,58.0,Female,CA,Email,2025-01-15 00:00:00
C00373,32.0,Male,US,Paid Social,2024-04-07 00:00:00
C00374,27.0,Female,US,organic,26.02.2024
C00375,38.0,Male,IT,Organic,2025-09-25 00:00:00
C00376,38.0,Female,US,Referral,2023-04-17 00:00:00
C00377,29.0,male ,ES,Referral,2025-04-10 00:00:00
C00378,25.0,Female,CA,Referrral,2025-04-21 00:00:00
C00379,55.0,Male,US,Paid Social,2024-03-04 00:00:00
C00380,37.0,Male,ES,Paid Social,2023-10-23 00:00:00
C00381,27.0,Male,GB,Partner,2023-01-06 00:00:00
C00382,42.0,Female,US,Organic,2025-11-21 00:00:00
C00383,33.0,Female,PL,Partner,2025-12-04 00:00:00
C00384,32.0,Male,US,Paid Search,2023-09-29 00:00:00
C00385,39.0,,CA,Organic,05.02.2023
C00386,22.0,Female,GB,Organic,19.05.2023
C00387,37.0,Male,DE,Organic,2023-03-18 00:00:00
C00388,51.0,Female,IT,Organic,2025-07-25 00:00:00
C00389,38.0,Male,US,Paid Search,02.10.2025
C00390,31.0,Male,PL,Referral,06/22/2023
C00391,29.0,Female,FR,Organic,2025-04-21 00:00:00
C00392,,Male,PL,Email,2023-07-22 00:00:00
C00393,,Female,IT,Organic,2024-02-18 00:00:00
C00394,31.0,Non-binary,PL,Paid Social,2024-11-06 00:00:00
C00395,42.0,Female,FR ,Email,2025-03-22 00:00:00
C00396,18.0,Female,U.S.,Partner,2025-09-12 00:00:00
C00397,42.0,Female,GB,Paid Social,2023-02-20 00:00:00
C00398,31.0,Prefer not to say,FR,Referral,2023-08-10 00:00:00
C00399,37.0,Male,GB,,2023-11-13 00:00:00
C00400,,Male,ES,Organic,2023-12-16 00:00:00
C00401,46.0,Female,US,Paid Search,2026-01-29 00:00:00
C00402,45.0,Male,USA,Organic,2025-05-26 00:00:00
C00403,43.0,Male,US,Paid Search,2023-12-28 00:00:00
C00404,20.0,Male,PL,,2025-12-31 00:00:00
C00405,41.0,Female,US,Partner,2024-07-16 00:00:00
C00406,38.0,Male,US,Partner,2024-07-18 00:00:00
C00407,20.0,Male,IT,Partner ,2024-05-03 00:00:00
C00408,34.0,Male,IT,Referral,2023-06-12 00:00:00
C00409,37.0,Male,ES,Referrral,2025-11-19 00:00:00
C00410,39.0,Female,IE,Organic,2023-01-16 00:00:00
C00411,36.0,Male,US,Paid Social,2023-07-16 00:00:00
C00412,37.0,Female,IT,Paid Social,2023-09-16 00:00:00
C00413,47.0,Female,CA,Paid Search,2023-11-11 00:00:00
C00414,45.0,Male,DE,Paid Search,29.05.2023
C00415,18.0,Female,GB,Paid Search,2023-01-21
C00416,31.0,Female,US,Organic,2025-02-02 00:00:00
C00417,33.0,Female,DE,Paid Search,2025-12-28 00:00:00
C00418,18.0,Male,ES,Paid Search,2023-05-18 00:00:00
C00419,35.0,Male,US,Paid Social,2023-12-01 00:00:00
C00420,45.0,Prefer not to say,PL,Email,2024-07-24 00:00:00
C00421,24.0,Female,DE,Paid Social,2025-11-11 00:00:00
C00422,37.0,Non-binary,US,Referral,2025-02-21 00:00:00
C00423,26.0,Female,FR,Referral,2025-05-13 00:00:00
C00424,28.0,Male,U.S.,Organic,2024-10-16
C00425,47.0,Female,US,Paid Social,2024-04-14 00:00:00
C00426,29.0,Male,FR,Paid Search,2023-08-14 00:00:00
C00427,38.0,Female,US,Paid Social,2025-09-01 00:00:00
C00428,18.0,Male,US,Organic,06/25/2025
C00429,51.0,Male,ES,paid-social,2023-01-29 00:00:00
C00430,39.0,Female,US,Email,2025-03-17 00:00:00
C00431,32.0,Female,IT,Organic,2023-04-06 00:00:00
C00432,39.0,Female,IT,Organic,2025-04-12 00:00:00
C00433,21.0,Male,US,Organic,2025-07-19 00:00:00
C00434,45.0,Male,DE,Referral,2023-05-28 00:00:00
C00435,31.0,Non-binary,US,Paid Social,2024-05-03
C00436,32.0,F,FR,Organic,2023-05-20 00:00:00
C00437,30.0,Male,US,Referrral,2024-10-01 00:00:00
C00438,29.0,Female,PL,Paid Search,2025-11-11 00:00:00
C00439,40.0,Male,US,Paid Search,2023-04-02 00:00:00
C00440,36.0,Female,FR,Paid Search,2024-03-24 00:00:00
C00441,40.0,Male,US,Paid Social,2026-01-01 00:00:00
C00442,34.0,Female,US,Paid Search,2023-12-06 00:00:00
C00443,39.0,Female,GB,Organic,2023-05-30 00:00:00
C00444,30.0,Non-binary,DE,Paid Search,2024-07-04 00:00:00
C00445,54.0,Female,PT,paid-social,26.07.2024
C00446,20.0,Male,US,Paid Search,2025-01-17 00:00:00
C00447,45.0,Female,US,Partner,12/20/2023
C00448,46.0,Female,CA,Paid Social,2025-12-12 00:00:00
C00449,26.0,Female,GB,paid-social,2024-08-10 00:00:00
C00450,54.0,Female,NL,Organic,2023-11-19 00:00:00
